name,vehicleModelDate,value_mileage,model,bodyType,fuelType,seatingCapacity,color,price,addressLocality,addressRegion,transmision
Toyota,2022,37500,Fortuner,SUV,Diesel,7,Hitam,519000000,Surabaya,Jawa - Bali,AT
Nissan,2017,142500,March,Hatchback,Petrol,5,Silver,117000000,Bogor,Jabodetabek,AT
Honda,2021,22500,City,Hatchback,Petrol,5,Abu-abu,219000000,Malang,Jawa - Bali,AT
Toyota,2024,12500,Veloz,MPV,Petrol,7,Putih,230000000,Tangerang,Jabodetabek,AT
Toyota,2011,177500,Kijang Innova,MPV,Petrol,8,Silver,129000000,Malang,Jawa - Bali,AT
Lexus,2017,42500,LX 570,SUV,Petrol,8,Abu-abu,1425000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2021,32500,Kijang Innova,MPV,Diesel,7,Putih,425000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2012,107500,Yaris,Hatchback,Petrol,5,Silver,110000000,Jakarta Barat,Jabodetabek,AT
Toyota,2021,52500,Alphard,MPV,Petrol,7,Putih,879000000,Tangerang,Jabodetabek,AT
Honda,2022,27500,Brio,Hatchback,Petrol,5,Abu-abu,158000000,Jakarta Timur,Jabodetabek,AT
Toyota,2023,27500,Avanza,MPV,Petrol,7,Hitam,187000000,Bekasi,Jabodetabek,AT
Daihatsu,2023,17500,Sigra,MPV,Petrol,7,Silver,109000000,Depok,Jabodetabek,MT
Honda,2023,32500,BR-V,SUV,Petrol,7,Putih,222000000,Depok,Jabodetabek,AT
Daihatsu,2024,37500,Sigra,MPV,Petrol,7,Silver,139000000,Bekasi,Jabodetabek,AT
Mitsubishi,2021,67500,Xpander,MPV,Petrol,7,Putih,205000000,Jakarta Selatan,Jabodetabek,AT
Honda,2018,56000,Brio,Hatchback,Petrol,5,Merah,139000000,Bandung,Jawa - Bali,AT
Suzuki,2009,150000,SX4,Hatchback,Petrol,5,Putih,97500000,Bandung,Jawa - Bali,AT
Nissan,2014,95000,March,Hatchback,Petrol,5,Hitam,97500000,Bandung,Jawa - Bali,AT
Honda,2019,62000,Brio,Hatchback,Petrol,5,Putih,152500000,Bandung,Jawa - Bali,AT
Toyota,2019,42500,Avanza,MPV,Petrol,7,Hitam,210000000,Bandung,Jawa - Bali,AT
Toyota,2009,146000,Kijang Innova,MPV,Petrol,8,Hitam,124000000,Bandung,Jawa - Bali,AT
Suzuki,2017,30000,Ignis,SUV,Petrol,5,Putih,127000000,Bandung,Jawa - Bali,MT
Honda,2022,37500,HR-V,SUV,Petrol,5,Abu-abu,345000000,Depok,Jabodetabek,AT
Honda,2022,37500,HR-V,SUV,Petrol,5,Abu-abu,345000000,Depok,Jabodetabek,AT
Ford,2011,70000,Fiesta,Hatchback,Petrol,5,Ungu,80000000,Madiun,Jawa - Bali,AT
Wuling,2019,62500,Cortez,MPV,Petrol,7,Abu-abu,139000000,Tangerang,Jabodetabek,AT
Honda,2022,42500,CR-V,SUV,Petrol,5,Hitam,470000000,Surabaya,Jawa - Bali,AT
Renault,2019,117500,Koleos,SUV,Petrol,5,Hitam,230000000,Bekasi,Jabodetabek,MT
KIA,2022,22500,Sonet,SUV,Petrol,5,Merah,220000000,Surabaya,Jawa - Bali,AT
Toyota,2021,12500,Avanza,MPV,Petrol,7,Silver,185000000,Jakarta Selatan,Jabodetabek,AT
Honda,2022,47500,BR-V,SUV,Petrol,7,Putih,223000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,27500,Kijang Innova,MPV,Petrol,8,Putih,295000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,37500,Raize,SUV,Petrol,5,Biru,215000000,Jakarta Barat,Jabodetabek,AT
Honda,2022,17500,CR-V,SUV,Petrol,5,Hitam,475000000,Tangerang,Jabodetabek,AT
Mitsubishi,2024,12500,XFORCE,SUV,Petrol,5,Abu-abu,295000000,Jakarta Selatan,Jabodetabek,AT
Honda,2014,117500,Jazz,Hatchback,Petrol,5,Putih,165000000,Surabaya,Jawa - Bali,AT
Toyota,2018,87500,Camry,Sedan,Petrol,5,Hitam,239000000,Bekasi,Jabodetabek,AT
Honda,2018,47000,Civic,Sedan,Petrol,5,Putih,300000000,Jakarta Utara,Jabodetabek,AT
Suzuki,2023,27500,S-Presso,Hatchback,Petrol,4,Putih,126000000,Jakarta Timur,Jabodetabek,AT
Toyota,2023,12500,Kijang Innova Zenix,MPV,Hybrid,7,Putih,498000000,Jakarta Utara,Jabodetabek,AT
Honda,2022,37500,HR-V,SUV,Petrol,5,Abu-abu,345000000,Depok,Jabodetabek,AT
Toyota,2016,67500,Alphard,MPV,Petrol,7,Hitam,655000000,Malang,Jawa - Bali,AT
Suzuki,2024,2500,Jimny,SUV,Petrol,4,Coklat,465000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,27500,Calya,MPV,Petrol,7,Hitam,138000000,Bekasi,Jabodetabek,AT
Suzuki,2022,59000,XL7,SUV,Petrol,7,Hitam,200000000,Bandung,Jawa - Bali,AT
Toyota,2022,37500,Agya,Hatchback,Petrol,5,Silver,147000000,Jakarta Timur,Jabodetabek,AT
Suzuki,2023,32500,Ertiga,MPV,Petrol,7,Putih,179000000,Tangerang,Jabodetabek,MT
Daihatsu,2024,12500,Sigra,MPV,Petrol,7,Putih,141000000,Bekasi,Jabodetabek,AT
Suzuki,2023,27500,Ertiga,MPV,Hybrid,7,Putih,207000000,Jakarta Timur,Jabodetabek,AT
Suzuki,2023,22500,S-Presso,Hatchback,Petrol,4,Merah,126000000,Bekasi,Jabodetabek,AT
Toyota,2023,42500,Veloz,MPV,Petrol,7,Silver,231000000,Depok,Jabodetabek,AT
Honda,2022,42500,Mobilio,MPV,Petrol,7,Putih,211000000,Tangerang,Jabodetabek,AT
Daihatsu,2024,12500,Sigra,MPV,Petrol,7,Putih,109000000,Bogor,Jabodetabek,MT
Toyota,2025,7500,Calya,MPV,Petrol,7,Hitam,156000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2012,147500,Pajero Sport,SUV,Diesel,7,Silver,180000000,Surabaya,Jawa - Bali,AT
Toyota,2023,27500,Veloz,MPV,Petrol,7,Hitam,234000000,Depok,Jabodetabek,AT
Daihatsu,2023,17500,Sigra,MPV,Petrol,7,Hitam,137000000,Tangerang,Jabodetabek,AT
Daihatsu,2023,7500,Sigra,MPV,Petrol,7,Silver,109000000,Jakarta Timur,Jabodetabek,MT
Toyota,2017,107500,Sienta,MPV,Petrol,7,Putih,160000000,Tangerang,Jabodetabek,AT
Honda,2023,2500,Brio,Hatchback,Petrol,5,Putih,207000000,Surabaya,Jawa - Bali,AT
Toyota,2021,57500,Yaris,Hatchback,Petrol,5,Kuning,203000000,Bekasi,Jabodetabek,AT
Toyota,2024,2500,Alphard,MPV,Hybrid,7,Hitam,1475000000,Jakarta Selatan,Jabodetabek,AT
Honda,2022,52500,CR-V,SUV,Petrol,5,Hitam,475000000,Surabaya,Jawa - Bali,AT
Mercedes-Benz,2020,27500,GLS450,SUV,Petrol,7,Hitam,1375000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2019,47500,Alphard,MPV,Petrol,7,Hitam,729000000,Tangerang,Jabodetabek,AT
Toyota,2022,57500,Avanza,MPV,Petrol,7,Putih,179000000,Tangerang,Jabodetabek,AT
Toyota,2020,87500,Kijang Innova,MPV,Diesel,8,Hitam,306000000,Jakarta Selatan,Jabodetabek,AT
Honda,2023,27500,BR-V,SUV,Petrol,7,Hitam,234000000,Jakarta Selatan,Jabodetabek,AT
Honda,2020,72500,HR-V,SUV,Petrol,5,Hitam,220000000,Jakarta Selatan,Jabodetabek,AT
Honda,2022,67500,Brio,Hatchback,Petrol,5,Abu-abu,158000000,Depok,Jabodetabek,AT
Toyota,2020,77500,Kijang Innova,MPV,Petrol,8,Hitam,255000000,Jakarta Utara,Jabodetabek,AT
Hyundai,2021,47500,Staria,MPV,Diesel,7,Hitam,631000000,Bekasi,Jabodetabek,AT
Hyundai,2021,47500,Staria,MPV,Diesel,7,Hitam,631000000,Bekasi,Jabodetabek,AT
Hyundai,2021,47500,Staria,MPV,Diesel,7,Hitam,631000000,Bekasi,Jabodetabek,AT
Daihatsu,2023,17500,Sigra,MPV,Petrol,7,Hitam,125000000,Jakarta Timur,Jabodetabek,AT
Toyota,2016,117500,Fortuner,SUV,Diesel,7,Putih,200000000,Surabaya,Jawa - Bali,AT
Suzuki,2023,42500,XL7,SUV,Petrol,7,Abu-abu,195000000,Jakarta Selatan,Jabodetabek,AT
Honda,2021,42500,CR-V,SUV,Petrol,5,Abu-abu,430000000,Bogor,Jabodetabek,AT
Toyota,2022,47500,Veloz,MPV,Petrol,7,Hitam,223000000,Jakarta Selatan,Jabodetabek,AT
Daihatsu,2024,32500,Sigra,MPV,Petrol,7,Abu-abu,139000000,Tangerang,Jabodetabek,AT
Toyota,2021,27500,Rush,SUV,Petrol,7,Silver,217000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2009,177500,Rush,SUV,Petrol,5,Silver,105000000,Bogor,Jabodetabek,AT
Mitsubishi,2014,82500,Mirage,Hatchback,Petrol,5,Merah,109000000,Bekasi,Jabodetabek,AT
Lexus,2018,42500,LX 570,SUV,Petrol,8,Hitam,1750000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2014,82500,Mirage,Hatchback,Petrol,5,Hitam,109000000,Bogor,Jabodetabek,AT
Daihatsu,2019,47500,Sigra,MPV,Petrol,7,Abu-abu,122000000,Bogor,Jabodetabek,AT
Lexus,2023,12500,LM 350h,MPV,Hybrid,7,Hitam,1500000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2020,82500,Rush,SUV,Petrol,7,Hitam,208000000,Bogor,Jabodetabek,AT
Toyota,2019,97500,Rush,SUV,Petrol,7,Hitam,210000000,Bogor,Jabodetabek,AT
Daihatsu,2018,32500,Sigra,MPV,Petrol,7,Hitam,112000000,Bogor,Jabodetabek,MT
Lexus,2019,77500,RX 300,SUV,Petrol,5,Silver,750000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2012,77500,Rush,SUV,Petrol,5,Hitam,125000000,Bogor,Jabodetabek,AT
Hyundai,2024,12500,Creta,SUV,Petrol,5,Hitam,291000000,Jakarta Barat,Jabodetabek,AT
Toyota,2022,7500,Raize,SUV,Petrol,5,Kuning,180000000,Bekasi,Jabodetabek,AT
Mercedes-Benz,2021,12500,GLS450,SUV,Petrol,7,Hitam,1600000000,Jakarta Utara,Jabodetabek,AT
BMW,2022,2500,X1,SUV,Petrol,5,Hitam,499000000,Jakarta Utara,Jabodetabek,AT
Toyota,2023,22500,Calya,MPV,Petrol,7,Silver,136000000,Depok,Jabodetabek,MT
Toyota,2024,22500,Calya,MPV,Petrol,7,Hitam,148000000,Bogor,Jabodetabek,AT
Toyota,2023,12500,Calya,MPV,Petrol,7,Coklat,143000000,Depok,Jabodetabek,AT
Daihatsu,2022,47500,Ayla,Hatchback,Petrol,5,Merah,123000000,Jakarta Timur,Jabodetabek,AT
Suzuki,2020,57500,Baleno,Hatchback,Petrol,5,Putih,175000000,Depok,Jabodetabek,AT
Toyota,2023,47500,Veloz,MPV,Petrol,7,Silver,217000000,Bogor,Jabodetabek,AT
Land Rover,2014,42500,Range Rover Sport,SUV,Petrol,5,Putih,699000000,Tangerang,Jabodetabek,AT
Land Rover,2014,62500,Range Rover Sport,SUV,Petrol,5,Putih,699000000,Bekasi,Jabodetabek,AT
Land Rover,2011,72500,Range Rover Evoque,SUV,Petrol,5,Silver,299000000,Tangerang,Jabodetabek,AT
Land Rover,2011,72500,Range Rover Evoque,SUV,Petrol,5,Silver,299000000,Bekasi,Jabodetabek,AT
Suzuki,2021,57500,XL7,SUV,Petrol,7,Putih,190000000,Jakarta Timur,Jabodetabek,AT
Nissan,2015,104000,X-Trail,SUV,Petrol,7,Putih,155000000,Jakarta Selatan,Jabodetabek,AT
Nissan,2017,42500,Grand Livina,MPV,Petrol,7,Putih,105000000,Bekasi,Jabodetabek,MT
Suzuki,2022,67500,Ertiga,MPV,Petrol,7,Abu-abu,170000000,Jakarta Pusat,Jabodetabek,AT
Datsun,2014,122500,GO+,MPV,Petrol,7,Putih,63000000,Bekasi,Jabodetabek,MT
Land Rover,2012,52500,Range Rover Evoque,SUV,Petrol,5,Putih,319000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2020,32500,Rush,SUV,Petrol,7,Hitam,195000000,Bekasi,Jabodetabek,AT
Daihatsu,2019,202500,Ayla,Hatchback,Petrol,5,Abu-abu,77000000,Bekasi,Jabodetabek,MT
Toyota,2019,77500,Sienta,MPV,Petrol,7,Silver,175000000,Jakarta Timur,Jabodetabek,AT
Toyota,2015,62500,Kijang Innova,MPV,Petrol,8,Hitam,195000000,Bekasi,Jabodetabek,AT
Mitsubishi,2013,147500,Outlander Sport,SUV,Petrol,5,Putih,138000000,Bekasi,Jabodetabek,AT
Nissan,2015,77500,X-Trail,SUV,Petrol,7,Hitam,160000000,Bekasi,Jabodetabek,AT
Toyota,2017,82500,Avanza,MPV,Petrol,7,Hitam,150000000,Depok,Jabodetabek,AT
Honda,2014,97500,Mobilio,MPV,Petrol,7,Putih,112000000,Bekasi,Jabodetabek,AT
Nissan,2013,137500,Serena,MPV,Petrol,7,Putih,138000000,Jakarta Timur,Jabodetabek,AT
Toyota,2020,77500,Avanza,MPV,Petrol,7,Silver,165000000,Jakarta Timur,Jabodetabek,AT
Toyota,2023,22500,Yaris,Hatchback,Petrol,5,Putih,345000000,Jakarta Timur,Jabodetabek,AT
Toyota,2022,22500,Avanza,MPV,Petrol,7,Silver,190000000,Bekasi,Jabodetabek,MT
Honda,2008,77500,CR-V,SUV,Petrol,5,Coklat,90000000,Jakarta Timur,Jabodetabek,AT
Daihatsu,2020,32500,Sigra,MPV,Petrol,7,Putih,113000000,Bekasi,Jabodetabek,MT
Toyota,2019,26000,Alphard,MPV,Petrol,7,Putih,730000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,32500,Calya,MPV,Petrol,7,Silver,145000000,Jakarta Timur,Jabodetabek,AT
Chery,2023,2500,Omoda 5,SUV,Petrol,5,Putih,279000000,Jakarta Selatan,Jabodetabek,AT
Chery,2023,2500,Omoda 5,SUV,Petrol,5,Putih,279000000,Jakarta Selatan,Jabodetabek,AT
Chery,2023,2500,Omoda 5,SUV,Petrol,5,Putih,279000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2014,137500,Fortuner,SUV,Diesel,7,Hitam,230000000,Jakarta Barat,Jabodetabek,AT
Mercedes-Benz,2022,2500,GLE450,SUV,Petrol,7,Hitam,1250000000,Jakarta Selatan,Jabodetabek,AT
Nissan,2018,67500,Terra,SUV,Diesel,7,Silver,320000000,Surabaya,Jawa - Bali,AT
KIA,2013,162500,Sportage,SUV,Petrol,5,Abu-abu,145000000,Depok,Jabodetabek,AT
Toyota,2022,22500,Raize,SUV,Petrol,5,Kuning,210000000,Malang,Jawa - Bali,AT
Daihatsu,2023,17500,Sigra,MPV,Petrol,7,Abu-abu,117000000,Solo,Jawa - Bali,MT
Land Rover,2012,52500,Range Rover Evoque,SUV,Petrol,5,Putih,319000000,Tangerang,Jabodetabek,AT
Honda,2022,42500,HR-V,SUV,Petrol,5,Hitam,360000000,Bekasi,Jabodetabek,AT
Daihatsu,2022,47500,Xenia,MPV,Petrol,7,Silver,179000000,Tangerang,Jabodetabek,AT
Daihatsu,2023,42500,Sigra,MPV,Petrol,7,Hitam,135000000,Tangerang,Jabodetabek,AT
Toyota,2023,47500,Veloz,MPV,Petrol,7,Silver,217000000,Tangerang,Jabodetabek,AT
Toyota,2019,92500,Fortuner,SUV,Diesel,7,Putih,389000000,Tangerang,Jabodetabek,AT
Land Rover,2012,52500,Range Rover Evoque,SUV,Petrol,5,Putih,319000000,Bekasi,Jabodetabek,AT
Toyota,2019,92500,Fortuner,SUV,Diesel,7,Putih,389000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2019,92500,Fortuner,SUV,Diesel,7,Putih,389000000,Jakarta Pusat,Jabodetabek,AT
Hyundai,2021,72500,Palisade,SUV,Diesel,7,Hitam,599000000,Tangerang,Jabodetabek,AT
Hyundai,2021,72500,Palisade,SUV,Diesel,7,Hitam,599000000,Bekasi,Jabodetabek,AT
Honda,2008,132500,Accord,Sedan,Petrol,5,Hitam,109000000,Tangerang,Jabodetabek,AT
Honda,2008,132500,Accord,Sedan,Petrol,5,Hitam,109000000,Bekasi,Jabodetabek,AT
Honda,2016,52500,Civic,Sedan,Petrol,5,Abu-abu,269000000,Jakarta Selatan,Jabodetabek,AT
Honda,2016,52500,Civic,Sedan,Petrol,5,Abu-abu,269000000,Tangerang,Jabodetabek,AT
Honda,2016,52500,Civic,Sedan,Petrol,5,Abu-abu,269000000,Bekasi,Jabodetabek,AT
Daihatsu,2024,7500,Sigra,MPV,Petrol,7,Merah,136000000,Depok,Jabodetabek,MT
BMW,2010,85000,535i,Hatchback,Petrol,5,Putih,299000000,Tangerang,Jabodetabek,AT
BMW,2010,97500,535i,Hatchback,Petrol,5,Putih,299000000,Jakarta Selatan,Jabodetabek,AT
Honda,2022,27500,Brio,Hatchback,Petrol,5,Abu-abu,158000000,Bogor,Jabodetabek,AT
Suzuki,2017,107500,Ertiga,MPV,Petrol,7,Putih,146000000,Bekasi,Jabodetabek,AT
Mitsubishi,2022,12000,Pajero Sport,SUV,Diesel,7,Putih,575000000,Jakarta Selatan,Jabodetabek,AT
Daihatsu,2022,57500,Xenia,MPV,Petrol,7,Putih,190000000,Bekasi,Jabodetabek,AT
BMW,2010,87500,535i,Sedan,Petrol,5,Putih,299000000,Bogor,Jabodetabek,AT
Wuling,2023,17500,Almaz,SUV,Petrol,7,Putih,275000000,Bekasi,Jabodetabek,AT
Honda,2014,142500,Odyssey,MPV,Petrol,7,Hitam,200000000,Jakarta Timur,Jabodetabek,AT
Suzuki,2006,182500,Grand Vitara,SUV,Petrol,5,Abu-abu,88000000,Bekasi,Jabodetabek,AT
Mitsubishi,2016,117500,Outlander Sport,SUV,Petrol,5,Putih,160000000,Bekasi,Jabodetabek,AT
Toyota,2023,47500,Veloz,MPV,Petrol,7,Silver,217000000,Jakarta Selatan,Jabodetabek,AT
Suzuki,2020,47500,Baleno,Hatchback,Petrol,5,Hitam,188000000,Bekasi,Jabodetabek,AT
Chevrolet,2012,97500,Aveo,Hatchback,Petrol,5,Silver,63000000,Bekasi,Jabodetabek,AT
Toyota,2018,82500,Camry,Sedan,Petrol,5,Hitam,245000000,Jakarta Timur,Jabodetabek,AT
Isuzu,2017,182500,MU-X,SUV,Diesel,7,Putih,275000000,Jakarta Utara,Jabodetabek,AT
Nissan,2011,22500,Juke,SUV,Petrol,5,Silver,125000000,Bekasi,Jabodetabek,AT
BMW,2008,112500,X5,SUV,Petrol,5,Hitam,169000000,Tangerang,Jabodetabek,AT
Wuling,2023,2500,Air EV,Hatchback,Electric,4,Merah,135000000,Bekasi,Jabodetabek,AT
Mazda,2022,42500,6,Sedan,Petrol,5,Merah,465000000,Jakarta Utara,Jabodetabek,AT
BMW,2008,112500,X5,SUV,Petrol,5,Hitam,169000000,Bekasi,Jabodetabek,AT
BMW,2012,42500,X1,SUV,Petrol,5,Coklat,169000000,Jakarta Selatan,Jabodetabek,AT
BMW,2012,37500,X1,SUV,Petrol,5,Coklat,169000000,Tangerang,Jabodetabek,AT
BMW,2012,42500,X1,SUV,Petrol,5,Coklat,169000000,Bekasi,Jabodetabek,AT
Audi,2005,72500,A4,Sedan,Petrol,5,Abu-abu,89000000,Tangerang,Jabodetabek,AT
Audi,2005,72500,A4,Sedan,Petrol,5,Abu-abu,89000000,Bekasi,Jabodetabek,AT
Audi,2014,52500,A6,Sedan,Petrol,5,Hitam,179000000,Tangerang,Jabodetabek,AT
Audi,2006,52500,TT,Coupe,Petrol,4,Hitam,299000000,Jakarta Selatan,Jabodetabek,AT
Audi,2006,52500,TT,Coupe,Petrol,4,Hitam,299000000,Tangerang,Jabodetabek,AT
Daihatsu,2023,17500,Sigra,MPV,Petrol,7,Silver,109000000,Depok,Jabodetabek,MT
Honda,2023,32500,BR-V,SUV,Petrol,7,Putih,222000000,Depok,Jabodetabek,AT
Toyota,2024,22000,Kijang Innova,MPV,Diesel,8,Abu-abu,369000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2024,22500,Kijang Innova,MPV,Diesel,8,Abu-abu,369000000,Jakarta Pusat,Jabodetabek,AT
Daihatsu,2022,22500,Ayla,Hatchback,Petrol,5,Hitam,117000000,Jakarta Selatan,Jabodetabek,AT
Audi,2006,52500,TT,Coupe,Petrol,4,Hitam,299000000,Bekasi,Jabodetabek,AT
Audi,2014,52500,A6,Sedan,Petrol,5,Hitam,179000000,Jakarta Selatan,Jabodetabek,AT
Audi,2014,52500,A6,Sedan,Petrol,5,Hitam,179000000,Bekasi,Jabodetabek,AT
Toyota,2021,62500,Raize,SUV,Petrol,5,Silver,195000000,Bogor,Jabodetabek,AT
Toyota,2022,72500,Veloz,MPV,Petrol,7,Silver,195000000,Jakarta Timur,Jabodetabek,AT
Toyota,2021,62500,Avanza,MPV,Petrol,7,Hitam,152000000,Tangerang,Jabodetabek,AT
Toyota,2023,47500,Veloz,MPV,Petrol,7,Silver,232000000,Bogor,Jabodetabek,AT
Toyota,2022,17500,Fortuner,SUV,Diesel,7,Hitam,499000000,Bekasi,Jabodetabek,AT
Toyota,2022,72500,Veloz,MPV,Petrol,7,Silver,195000000,Depok,Jabodetabek,AT
Hyundai,2021,22500,Staria,MPV,Diesel,7,Hitam,683000000,Depok,Jabodetabek,AT
Hyundai,2021,22500,Staria,MPV,Diesel,7,Hitam,683000000,Depok,Jabodetabek,AT
Hyundai,2021,22500,Staria,MPV,Diesel,7,Hitam,683000000,Depok,Jabodetabek,AT
Wuling,2022,22500,Almaz,SUV,Petrol,7,Silver,222000000,Bogor,Jabodetabek,AT
Toyota,2024,12500,Avanza,MPV,Petrol,7,Putih,196000000,Bogor,Jabodetabek,MT
Toyota,2022,72500,Veloz,MPV,Petrol,7,Silver,195000000,Tangerang,Jabodetabek,AT
Toyota,2024,12500,Avanza,MPV,Petrol,7,Putih,196000000,Sukabumi,Jawa - Bali,MT
Honda,2018,72500,Jazz,Hatchback,Petrol,5,Abu-abu,190000000,Depok,Jabodetabek,AT
Honda,2018,72500,Brio,Hatchback,Petrol,5,Silver,133000000,Bogor,Jabodetabek,AT
Hyundai,2024,12500,Stargazer,MPV,Petrol,7,Silver,214000000,Bekasi,Jabodetabek,AT
Toyota,2020,67500,Calya,MPV,Petrol,7,Merah,125000000,Jakarta Timur,Jabodetabek,AT
Suzuki,2022,67500,XL7,SUV,Petrol,7,Putih,190000000,Tangerang,Jabodetabek,AT
Hyundai,2024,12500,Stargazer,MPV,Petrol,7,Silver,214000000,Jakarta Timur,Jabodetabek,AT
Mercedes-Benz,2020,27500,GLE450,SUV,Petrol,7,Hitam,988000000,Jakarta Selatan,Jabodetabek,AT
Honda,2014,112500,Odyssey,MPV,Petrol,7,Silver,190000000,Tangerang,Jabodetabek,AT
Honda,2014,112500,Odyssey,MPV,Petrol,7,Silver,190000000,Tangerang,Jabodetabek,AT
Honda,2014,112500,Odyssey,MPV,Petrol,7,Silver,190000000,Tangerang,Jabodetabek,AT
Wuling,2024,27500,Air EV,Hatchback,Electric,4,Hijau,160000000,Jakarta Pusat,Jabodetabek,AT
Mitsubishi,2016,87500,Mirage,Hatchback,Petrol,5,Marun,125000000,Malang,Jawa - Bali,AT
Mitsubishi,2015,62500,Mirage,Sedan,Petrol,5,Putih,97500000,Banyuwangi,Jawa - Bali,MT
Toyota,2023,12500,Agya,Hatchback,Petrol,5,Kuning,159000000,Surabaya,Jawa - Bali,AT
Nissan,2013,182500,Grand Livina,MPV,Petrol,7,Silver,79000000,Sidoarjo,Jawa - Bali,MT
Toyota,2020,32500,Rush,SUV,Petrol,7,Putih,230000000,Sidoarjo,Jawa - Bali,AT
Daihatsu,2023,22500,Ayla,Hatchback,Petrol,5,Putih,142500000,Malang,Jawa - Bali,MT
Mitsubishi,2018,67500,Pajero Sport,SUV,Diesel,7,Putih,415000000,Surabaya,Jawa - Bali,AT
Suzuki,2020,77500,XL7,SUV,Petrol,7,Abu-abu,200000000,Surabaya,Jawa - Bali,AT
Suzuki,2018,52500,Karimun Wagon R,Hatchback,Petrol,5,Silver,105000000,Sidoarjo,Jawa - Bali,AT
Toyota,2014,112500,Kijang Innova,MPV,Diesel,8,Putih,247000000,Sidoarjo,Jawa - Bali,MT
Toyota,2020,37500,Corolla Cross,SUV,Hybrid,5,Putih,328000000,Surabaya,Jawa - Bali,AT
Toyota,2016,62500,Agya,Hatchback,Petrol,5,Merah,115000000,Surabaya,Jawa - Bali,AT
Toyota,2015,112500,Kijang Innova,MPV,Petrol,8,Hitam,185000000,Sidoarjo,Jawa - Bali,AT
Toyota,2023,17500,Agya,Hatchback,Petrol,5,Kuning,147500000,Surabaya,Jawa - Bali,MT
Toyota,2017,52500,Rush,SUV,Petrol,7,Hitam,180000000,Surabaya,Jawa - Bali,MT
Mercedes-Benz,2020,7500,AMG A35,Hatchback,Petrol,5,Abu-abu,850000000,Jakarta Selatan,Jabodetabek,AT
Mercedes-Benz,2022,7500,GLS450,SUV,Petrol,7,Hitam,1800000000,Jakarta Selatan,Jabodetabek,AT
Mercedes-Benz,2023,7500,GLC300,SUV,Petrol,7,Hitam,1200000000,Jakarta Selatan,Jabodetabek,AT
Mercedes-Benz,2016,32500,C200,Sedan,Petrol,5,Hitam,340000000,Jakarta Selatan,Jabodetabek,AT
Mercedes-Benz,2020,17500,CLA200,Coupe,Petrol,5,Hitam,656000000,Jakarta Selatan,Jabodetabek,AT
Mercedes-Benz,2021,22500,GLE450,SUV,Petrol,7,Hitam,1270000000,Tangerang,Jabodetabek,AT
Mercedes-Benz,2024,2500,C300,Sedan,Petrol,5,Hitam,1080000000,Tangerang,Jabodetabek,AT
Mercedes-Benz,2013,22500,E250,Convertible,Petrol,4,Putih,694000000,Jakarta Selatan,Jabodetabek,AT
Mercedes-Benz,2018,27500,E300,Sedan,Petrol,5,Putih,595000000,Tangerang,Jabodetabek,AT
Mercedes-Benz,2016,32500,GLA200,SUV,Petrol,5,Hitam,299000000,Tangerang,Jabodetabek,AT
Honda,2024,2500,WR-V,SUV,Petrol,5,Putih,260000000,Tangerang,Jabodetabek,AT
Honda,2016,147500,BR-V,SUV,Petrol,7,Hitam,155000000,Jakarta Pusat,Jabodetabek,AT
Honda,2023,2500,City,Hatchback,Petrol,5,Putih,260000000,Jakarta Barat,Jabodetabek,AT
Jeep,2020,27500,Wrangler,SUV,Petrol,4,Abu-abu,1725000000,Jakarta Utara,Jabodetabek,AT
Mercedes-Benz,2022,7500,CLS350,Coupe,Petrol,5,Hitam,1150000000,Jakarta Utara,Jabodetabek,AT
Toyota,2018,62500,Kijang Innova,MPV,Petrol,8,Abu-abu,255000000,Bekasi,Jabodetabek,AT
Toyota,2024,12500,Avanza,MPV,Petrol,7,Putih,196000000,Jakarta Selatan,Jabodetabek,MT
Honda,2018,57500,City,Sedan,Petrol,5,Hitam,185000000,Jakarta Selatan,Jabodetabek,AT
BMW,2022,20000,X1,SUV,Petrol,5,Hitam,469000000,Jakarta Selatan,Jabodetabek,AT
Daihatsu,2021,22500,Terios,SUV,Petrol,7,Putih,183000000,Jakarta Timur,Jabodetabek,AT
Toyota,2022,42500,Kijang Innova,MPV,Diesel,8,Hitam,315000000,Bekasi,Jabodetabek,AT
Toyota,2024,12500,Avanza,MPV,Petrol,7,Putih,196000000,Jakarta Selatan,Jabodetabek,MT
Toyota,2023,15000,Kijang Innova Zenix,MPV,Petrol,8,Silver,373000000,Jakarta Selatan,Jabodetabek,AT
